author_name,text_title,event_id,start_page_event,end_page_event,page_event_number,line,narrative_status,conflict,harmony,partition,family_name,given_name,nickname,page_first_mentioned,gender,number,religion,relig_att_char,religious_conversion,vitality,cause_of_death,non-human,country_of_birth,presentmentioned,text_place_title,place_name,location_religion,relig_att_loc,geolocation,mentioned,location_name,location_country,short_description,wkt,locational_certainty,geometry,administrative_area,pub_year,gender_author,country_of_birth_author,author_birth_location,text_place_id,character_id,text_id,location_id,author_id,author_birth_id
"Pritam, Amrita",Pinjar,2032,68,68,2,Then liquor and sex took their toll.,NA,NA,Religion|Interpersonal|Gender,FALSE,Lajo's Abductor,Son,NA,64,Female,Single,Hindu,Definitional,NA,NA,NA,NA,NA,Mentioned,Lajo's House in Pinjar,Lajo's House,Muslim,Self-identified,CREATED,TRUE,Rattoval Village,Pakistan,Neighboring village to Chatto Village,POINT(75.67175 30.745563),2. Probable location,Area,8 Municipal Corporation / Municipality / City Council,1950,Female,Pakistan,Mandi Bahauddin,2754,596,37,281,35,36
"Pritam, Amrita",Pinjar,2057,69,69,1,A figure draped in a grey sheet emerged,NA,NA,NA,FALSE,Sahukars,Lajo,NA,58,Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,Well in Pinjar,Well,Muslim,NA,CREATED,FALSE,Sakar Village: Well,Pakistan,Paroo is abducted to this village,POINT(73.544458 32.542291),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,397,580,37,3116,35,36
"Pritam, Amrita",Pinjar,2060,69,69,3,remembered that when he had abducted Pooro,NA,Gender|Religion,NA,FALSE,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Mentioned,Field in Pinjar,Field,Unknown,NA,CREATED,NA,Chatto Village: Field,Pakistan,NA,POINT(73.48647 32.576798),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,2824,297,37,3110,35,36
"Pritam, Amrita",Pinjar,2062,70,70,1,"exclaimed Hamida, clasping her hands",NA,NA,NA,FALSE,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,Rattoval in Pinjar,Rattoval,Unknown,Speculation,CREATED,NA,Rattoval Village,Pakistan,Neighboring village to Chatto Village,POINT(75.67175 30.745563),2. Probable location,Area,8 Municipal Corporation / Municipality / City Council,1950,Female,Pakistan,Mandi Bahauddin,559,248,37,281,35,36
"Pritam, Amrita",Pinjar,2062,70,70,1,"exclaimed Hamida, clasping her hands",NA,NA,NA,FALSE,Lajo's Mother-in-Law,Old Woman,NA,61,Female,Single,Muslim,Definitional,NA,NA,NA,NA,Pakistan,Mentioned,Rattoval in Pinjar,Rattoval,Unknown,Speculation,CREATED,NA,Rattoval Village,Pakistan,Neighboring village to Chatto Village,POINT(75.67175 30.745563),2. Probable location,Area,8 Municipal Corporation / Municipality / City Council,1950,Female,Pakistan,Mandi Bahauddin,559,595,37,281,35,36
"Hosain, Attia",Sunlight on a Broken Column,2179,64,65,2,I saw her when she sang and danced at the wedding,NA,Gender,NA,FALSE,Raja of Amripur's grandson,Unknown,NA,65,Male,Single,Hindu,NA,NA,NA,NA,NA,NA,Mentioned,"Lucknow, India in Sunlight on a Broken Column","Lucknow, India",Unknown|Unaffiliated,NA,CREATED,NA,Lucknow University,India,Lucknow in UP,POINT(80.936033 26.863315),1. High confidence,Point,7 Metropolitan Area,1961,Female,India,Lucknow University,370,2184,25,22,21,22
"Sahni, Bhisham",Tamas,2427,125,125,3,There were numerous bodies scattered about the town,NA,Religion,NA,TRUE,Oilman,Rahim,NA,108,Male,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Mentioned,Sayedpur in Tamas,Sayedpur,Sikh|Muslim,NA,CREATED,NA,Saidpur Village,Pakistan,NA,POINT(73.067837 33.742666),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,2423,1247,34,3064,32,33
"Sahni, Bhisham",Tamas,2445,125,125,4,Some bodies lay scattered about outside town,NA,NA,NA,NA,Sheik's,Children,NA,125,Unknown,Group,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,Outside Sayedpur in Tamas,Outside Sayedpur,Muslim|Sikh,NA,CREATED,NA,Saidpur Village,Pakistan,NA,POINT(73.067837 33.742666),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,2449,2447,34,3064,32,33
"Sahni, Bhisham",Tamas,2445,125,125,4,Some bodies lay scattered about outside town,NA,NA,NA,NA,Deen,Fateh,NA,71,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,Outside Sayedpur in Tamas,Outside Sayedpur,Muslim|Sikh,NA,CREATED,NA,Saidpur Village,Pakistan,NA,POINT(73.067837 33.742666),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,2449,2400,34,3064,32,33
"Sahni, Bhisham",Tamas,2446,77,77,1,"And now, after dropping Lala ji and his family off",NA,NA,NA,NA,"Lala Ji, Elderly Gentleman, one of the outsiders attending the Executive Committee meeting",Lakshmi Narayan,NA,43,Male,Single,Hindu,Definitional,NA,NA,NA,NA,NA,Mentioned,Saddar Bazaar in Tamas,Saddar Bazaar,Unaffiliated,NA,CREATED,NA,Sadar Bazar,Pakistan,within Rawalpindi,POINT(73.052902 33.596855),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,2450,749,34,3061,32,33
"Sahni, Bhisham",Tamas,2446,77,77,1,"And now, after dropping Lala ji and his family off",NA,NA,NA,NA,Narayan,"Lala Lakshmi's daughter, Unknown",NA,76,Female,Single,Hindu,Nominal,NA,NA,NA,NA,NA,Mentioned,Saddar Bazaar in Tamas,Saddar Bazaar,Unaffiliated,NA,CREATED,NA,Sadar Bazar,Pakistan,within Rawalpindi,POINT(73.052902 33.596855),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,2450,2439,34,3061,32,33
"Sahni, Bhisham",Tamas,2446,77,77,1,"And now, after dropping Lala ji and his family off",NA,NA,NA,NA,Narayan/Lala Lakshmi's wife,Unknown,NA,70,Female,Single,Hindu,NA,NA,NA,NA,NA,NA,Mentioned,Saddar Bazaar in Tamas,Saddar Bazaar,Unaffiliated,NA,CREATED,NA,Sadar Bazar,Pakistan,within Rawalpindi,POINT(73.052902 33.596855),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,2450,2404,34,3061,32,33
"Sahni, Bhisham",Tamas,2446,77,77,1,"And now, after dropping Lala ji and his family off",NA,NA,NA,NA,Unknown,"Raghunath, Yabu",NA,77,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,Saddar Bazaar in Tamas,Saddar Bazaar,Unaffiliated,NA,CREATED,NA,Sadar Bazar,Pakistan,within Rawalpindi,POINT(73.052902 33.596855),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,2450,2448,34,3061,32,33
"Sahni, Bhisham",Tamas,2500,127,127,1,When we got into the gali,NA,Gender,NA,TRUE,"Fighter, Rapist",Jalal,NA,127,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,Sayedpur in Tamas,Sayedpur,Sikh|Muslim,NA,CREATED,NA,Saidpur Village,Pakistan,NA,POINT(73.067837 33.742666),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,2423,2510,34,3064,32,33
"Sahni, Bhisham",Tamas,2639,130,130,6,"Meanwhile, the mosque was also being cleaned, under order of the Sheikh",NA,NA,NA,TRUE,Rasool,Sheikh Ghulam,NA,106,Male,Single,Muslim,Definitional,NA,NA,NA,NA,NA,Mentioned,Mosque in Tamas,Mosque,Muslim,Definitional,CREATED,TRUE,Imam Din Gali,India,NA,POINT(72.664218 32.086592),1. High confidence,Area,NA,1974,Male,Pakistan,Rawalpindi,726,1241,34,879,32,33
"Hosain, Attia",Sunlight on a Broken Column,2785,124,126,1,Shortly after we met she asked me,NA,NA,NA,NA,Unknown,Begum Waheed,NA,129,Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,College in Sunlight on a Broken Column,College,Unaffiliated,Speculation,CREATED,NA,Lucknow University,India,Lucknow in UP,POINT(80.936033 26.863315),1. High confidence,Point,7 Metropolitan Area,1961,Female,India,Lucknow University,2788,1735,25,22,21,22
"Pritam, Amrita",Pinjar,2815,1,1,1,If only she could take the worm out of her womb and fling it away!,NA,NA,NA,FALSE,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,248,37,3114,35,36
"Pritam, Amrita",Pinjar,2816,1,1,2,Memories of the days past came crowding into her mind.,NA,NA,NA,FALSE,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,248,37,3114,35,36
"Pritam, Amrita",Pinjar,2817,1,1,3,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",NA,NA,NA,FALSE,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,248,37,3114,35,36
"Pritam, Amrita",Pinjar,2817,1,1,3,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",NA,NA,NA,FALSE,Chand,Ram,NA,2,Male,Single,Hindu,Other-identified.Narrator other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,282,37,3114,35,36
"Pritam, Amrita",Pinjar,2817,1,1,3,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",NA,NA,NA,FALSE,Chand,Ram's Mother,NA,58,Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,584,37,3114,35,36
"Pritam, Amrita",Pinjar,2817,1,1,3,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",NA,NA,NA,FALSE,Sahukar,Pooro's Mother,NA,2,Female,Single,Hindu,Other-identified,NA,NA,NA,NA,NA,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,2434,37,3114,35,36
"Pritam, Amrita",Pinjar,2817,1,1,3,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",NA,NA,NA,FALSE,Sahukar,Pooro's Father,NA,2,Male,Single,Hindu,Other-identified,NA,NA,NA,NA,NA,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,2440,37,3114,35,36
"Pritam, Amrita",Pinjar,2818,1,1,4,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",NA,NA,NA,FALSE,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,248,37,3114,35,36
"Pritam, Amrita",Pinjar,2818,1,1,4,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",NA,NA,NA,FALSE,Chand,Ram,NA,2,Male,Single,Hindu,Other-identified.Narrator other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,282,37,3114,35,36
"Pritam, Amrita",Pinjar,2818,1,1,4,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",NA,NA,NA,FALSE,Chand,Ram's Mother,NA,58,Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,584,37,3114,35,36
"Pritam, Amrita",Pinjar,2818,1,1,4,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",NA,NA,NA,FALSE,Sahukar,Pooro's Mother,NA,2,Female,Single,Hindu,Other-identified,NA,NA,NA,NA,NA,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,2434,37,3114,35,36
"Pritam, Amrita",Pinjar,2818,1,1,4,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",NA,NA,NA,FALSE,Sahukar,Pooro's Father,NA,2,Male,Single,Hindu,Other-identified,NA,NA,NA,NA,NA,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,2440,37,3114,35,36
"Pritam, Amrita",Pinjar,2819,2,3,1,The women of the village brought cowdung and made an idol in her courtyard.,NA,NA,Religion,FALSE,Sahukar,Pooro's Mother,NA,2,Female,Single,Hindu,Other-identified,NA,NA,NA,NA,NA,Mentioned,"Pooro's home, Chatto village in Pinjar","Pooro's home, Chatto village",Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,Pakistan,The place where Pooro lives. This location has no connection to reality.,POINT(73.48151 32.574085),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,338,2434,37,3112,35,36
"Pritam, Amrita",Pinjar,2819,2,3,1,The women of the village brought cowdung and made an idol in her courtyard.,NA,NA,Religion,FALSE,Village Women,Unkown,NA,2,Female,Group.Female-dominant,Unknown,NA,NA,NA,NA,NA,NA,Mentioned,"Pooro's home, Chatto village in Pinjar","Pooro's home, Chatto village",Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,Pakistan,The place where Pooro lives. This location has no connection to reality.,POINT(73.48151 32.574085),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,338,293,37,3112,35,36
"Pritam, Amrita",Pinjar,2820,3,3,1,Pooro was now fifteen. She felt a strange upsurge of blood in her limbs.,NA,NA,NA,FALSE,Chand,Ram,NA,2,Male,Single,Hindu,Other-identified.Narrator other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,Neighbouring Market in Pinjar,Neighbouring Market,NA,NA,CREATED,TRUE,Chatto Village: Neighborhood Market,Pakistan,NA,POINT(73.483271 32.576111),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,2821,282,37,3109,35,36
"Pritam, Amrita",Pinjar,2827,7,8,1,Pooro ran up to her mother and clasped her by the knees. Mother and daughter burst into tears.,NA,NA,Interpersonal,FALSE,Chand,Ram,NA,2,Male,Single,Hindu,Other-identified.Narrator other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,Pooro's courtyard in her home in Pinjar,Pooro's courtyard in her home,Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,Pakistan,The place where Pooro lives. This location has no connection to reality.,POINT(73.48151 32.574085),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,2829,282,37,3112,35,36
"Pritam, Amrita",Pinjar,2836,8,9,3,"She sat up on the charpoy. “Where am I?” “You are with me,” was his simple reply.",NA,NA,NA,FALSE,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,248,37,3114,35,36
"Pritam, Amrita",Pinjar,2836,8,9,3,"She sat up on the charpoy. “Where am I?” “You are with me,” was his simple reply.",NA,NA,NA,FALSE,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Mentioned,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,297,37,3114,35,36
"Hosain, Attia",Sunlight on a Broken Column,2856,291,292,1,Agarwal's business prospered with the war.,NA,NA,NA,FALSE,Agarwal,Sita,NA,16,Female,Single,Hindu,Speculation,NA,NA,NA,NA,India,Mentioned,Hasanpur in Sunlight on a Broken Column,Hasanpur,NA,NA,CREATED,NA,Hasanpur,India,NA,POINT(78.284626 28.723749),1. High confidence,NA,NA,1961,Female,India,Lucknow University,2147,325,25,1453,21,22
"Hosain, Attia",Sunlight on a Broken Column,2856,291,292,1,Agarwal's business prospered with the war.,NA,NA,NA,FALSE,Architect,Unknown,NA,292,Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Mentioned,Hasanpur in Sunlight on a Broken Column,Hasanpur,NA,NA,CREATED,NA,Hasanpur,India,NA,POINT(78.284626 28.723749),1. High confidence,NA,NA,1961,Female,India,Lucknow University,2147,2857,25,1453,21,22
"Hosain, Attia",Sunlight on a Broken Column,2856,291,292,1,Agarwal's business prospered with the war.,NA,NA,NA,FALSE,Nandi's father,Unknown,NA,97,Male,Single,Muslim,Speculation,NA,NA,NA,NA,NA,Mentioned,Hasanpur in Sunlight on a Broken Column,Hasanpur,NA,NA,CREATED,NA,Hasanpur,India,NA,POINT(78.284626 28.723749),1. High confidence,NA,NA,1961,Female,India,Lucknow University,2147,1796,25,1453,21,22
"Hosain, Attia",Sunlight on a Broken Column,2856,291,292,1,Agarwal's business prospered with the war.,NA,NA,NA,FALSE,Nandi's husband,Unknown,NA,253,Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Mentioned,Hasanpur in Sunlight on a Broken Column,Hasanpur,NA,NA,CREATED,NA,Hasanpur,India,NA,POINT(78.284626 28.723749),1. High confidence,NA,NA,1961,Female,India,Lucknow University,2147,1906,25,1453,21,22
"Hosain, Attia",Sunlight on a Broken Column,2856,291,292,1,Agarwal's business prospered with the war.,NA,NA,NA,FALSE,Americans,Unknown,NA,292,Unknown,Group,Christian,Speculation,NA,NA,NA,NA,NA,Mentioned,Hasanpur in Sunlight on a Broken Column,Hasanpur,NA,NA,CREATED,NA,Hasanpur,India,NA,POINT(78.284626 28.723749),1. High confidence,NA,NA,1961,Female,India,Lucknow University,2147,2860,25,1453,21,22
"Hosain, Attia",Sunlight on a Broken Column,2856,291,292,1,Agarwal's business prospered with the war.,NA,NA,NA,FALSE,Beggar-girls and boys,Unknown,NA,292,Unknown,Group,Unknown,NA,NA,NA,NA,NA,NA,Mentioned,Hasanpur in Sunlight on a Broken Column,Hasanpur,NA,NA,CREATED,NA,Hasanpur,India,NA,POINT(78.284626 28.723749),1. High confidence,NA,NA,1961,Female,India,Lucknow University,2147,2861,25,1453,21,22
"Hosain, Attia",Sunlight on a Broken Column,2862,292,293,1,"""Oh no,"" protested Nandi, greatly shocked.",NA,NA,NA,FALSE,Father of Nandi's child,Unknown,NA,293,Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Mentioned,Hasanpur in Sunlight on a Broken Column,Hasanpur,NA,NA,CREATED,NA,Hasanpur,India,NA,POINT(78.284626 28.723749),1. High confidence,NA,NA,1961,Female,India,Lucknow University,2147,2863,25,1453,21,22
"Hosain, Attia",Sunlight on a Broken Column,2862,292,293,1,"""Oh no,"" protested Nandi, greatly shocked.",NA,NA,NA,FALSE,Nandi's son,Unknown,NA,293,Male,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Mentioned,Hasanpur in Sunlight on a Broken Column,Hasanpur,NA,NA,CREATED,NA,Hasanpur,India,NA,POINT(78.284626 28.723749),1. High confidence,NA,NA,1961,Female,India,Lucknow University,2147,2865,25,1453,21,22
"Pritam, Amrita",Pinjar,2896,55,55,4,They broke into the homes of the Hindus,NA,Religion,NA,TRUE,Hindus of Chatto,Unkown,NA,55,Unknown,Group,Hindu,Definitional,NA,NA,NA,NA,Pakistan,Mentioned,"Pooro's home, Chatto village in Pinjar","Pooro's home, Chatto village",Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,Pakistan,The place where Pooro lives. This location has no connection to reality.,POINT(73.48151 32.574085),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,338,571,37,3112,35,36
"Pritam, Amrita",Pinjar,2900,55,55,8,The soldiers ignored the protests of their relatives,NA,Religion,NA,TRUE,Hindus of Chatto,Unkown,NA,55,Unknown,Group,Hindu,Definitional,NA,NA,NA,NA,Pakistan,Mentioned,"Pooro's home, Chatto village in Pinjar","Pooro's home, Chatto village",Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,Pakistan,The place where Pooro lives. This location has no connection to reality.,POINT(73.48151 32.574085),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,338,571,37,3112,35,36
"Pritam, Amrita",Pinjar,2906,56,56,6,Next morning strangers came to Chatto,NA,Gender,NA,TRUE,Young Refugee Girl,Unknown,NA,56,Female,Single,Unknown,NA,NA,NA,NA,NA,Pakistan,Mentioned,"Pooro's home, Chatto village in Pinjar","Pooro's home, Chatto village",Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,Pakistan,The place where Pooro lives. This location has no connection to reality.,POINT(73.48151 32.574085),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,338,574,37,3112,35,36
"Pritam, Amrita",Pinjar,2914,57,58,3,The two women slipped past the sentries,NA,NA,NA,FALSE,Sahukar,Pooro's Mother,NA,2,Female,Single,Hindu,Other-identified,NA,NA,NA,NA,NA,Mentioned,Refugee Encampment outside Chatto in Pinjar,Refugee Encampment outside Chatto,NA,NA,CREATED,NA,Chatto Village: Refugee Camp,Pakistan,NA,POINT(73.477822 32.53719),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,2912,2434,37,3118,35,36
"Pritam, Amrita",Pinjar,2914,57,58,3,The two women slipped past the sentries,NA,NA,NA,FALSE,Sahukar,Pooro's Father,NA,2,Male,Single,Hindu,Other-identified,NA,NA,NA,NA,NA,Mentioned,Refugee Encampment outside Chatto in Pinjar,Refugee Encampment outside Chatto,NA,NA,CREATED,NA,Chatto Village: Refugee Camp,Pakistan,NA,POINT(73.477822 32.53719),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,2912,2440,37,3118,35,36
"Pritam, Amrita",Pinjar,2914,57,58,3,The two women slipped past the sentries,NA,NA,NA,FALSE,Sahukars,Unknown 2,NA,2,Male,Single,Hindu,Nominal,NA,NA,NA,NA,Pakistan,Mentioned,Refugee Encampment outside Chatto in Pinjar,Refugee Encampment outside Chatto,NA,NA,CREATED,NA,Chatto Village: Refugee Camp,Pakistan,NA,POINT(73.477822 32.53719),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,2912,258,37,3118,35,36
"Pritam, Amrita",Pinjar,2914,57,58,3,The two women slipped past the sentries,NA,NA,NA,FALSE,Sahukars,Unknown 3,NA,2,Female,Group.Female-dominant,Hindu,Nominal,NA,NA,NA,NA,NA,Mentioned,Refugee Encampment outside Chatto in Pinjar,Refugee Encampment outside Chatto,NA,NA,CREATED,NA,Chatto Village: Refugee Camp,Pakistan,NA,POINT(73.477822 32.53719),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,2912,261,37,3118,35,36
"Pritam, Amrita",Pinjar,2914,57,58,3,The two women slipped past the sentries,NA,NA,NA,FALSE,Sahukars,Lajo,NA,58,Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,Refugee Encampment outside Chatto in Pinjar,Refugee Encampment outside Chatto,NA,NA,CREATED,NA,Chatto Village: Refugee Camp,Pakistan,NA,POINT(73.477822 32.53719),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,2912,580,37,3118,35,36
"Pritam, Amrita",Pinjar,2915,58,58,1,"""She was with us when we left our home",NA,NA,NA,TRUE,Sahukars,Lajo,NA,58,Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,Refugee Encampment outside Chatto in Pinjar,Refugee Encampment outside Chatto,NA,NA,CREATED,NA,Chatto Village: Refugee Camp,Pakistan,NA,POINT(73.477822 32.53719),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,2912,580,37,3118,35,36
"Pritam, Amrita",Pinjar,2915,58,58,1,"""She was with us when we left our home",NA,NA,NA,TRUE,Chand,Ram's Mother,NA,58,Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Mentioned,Refugee Encampment outside Chatto in Pinjar,Refugee Encampment outside Chatto,NA,NA,CREATED,NA,Chatto Village: Refugee Camp,Pakistan,NA,POINT(73.477822 32.53719),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,2912,584,37,3118,35,36
